pvote,wc,south,dem,te,censor
0.709999979,0.099036001,0,0,53,0
0.709999979,0.113031,0,0,65,0
0.709999979,0.162266001,0,0,81,0
0.660000026,0.139027998,0,0,26,0
0.660000026,0.225632995,0,0,53,0
0.660000026,0.225816995,0,0,65,0
0.660000026,0.342801005,0,0,78,0
0.660000026,0.26256299,0,0,83,1
0.670000017,0.075753003,0,1,26,0
0.670000017,0.059684001,0,1,53,0
0.670000017,0.0504,0,1,65,0
0.670000017,0.131252006,0,1,75,0
0.660000026,0.077965997,1,1,26,0
0.660000026,0.080789,1,1,53,0
0.660000026,0.092087999,1,1,65,0
0.660000026,0.147084996,1,1,66,0
0.99000001,0.039289001,1,0,26,0
0.99000001,0.127572,1,0,45,0
1,0.31141299,1,1,26,0
1,0.317943007,1,1,53,0
0.5,0.045340002,1,0,26,0
0.5,0.105406001,1,0,53,0
0.5,0.123533003,1,0,65,0
0.5,0.153237,1,0,71,0
1,0.211122006,1,0,26,0
1,0.270815998,1,0,53,0
1,0.262153,1,0,65,0
0.529999971,0.062261,1,0,26,0
0.529999971,0.103918001,1,0,53,0
0.529999971,0.132503003,1,0,65,0
0.529999971,0.157504007,1,0,70,0
1,0.575342,1,1,26,0
1,0.623642981,1,1,53,0
1,0.543416977,1,1,65,0
1,0.682547987,1,1,78,0
1,0.670337975,1,1,88,0
0.730000019,0.29371199,1,0,26,0
0.730000019,0.332266003,1,0,53,0
0.730000019,0.320564002,1,0,65,0
0.730000019,0.378951013,1,0,78,0
0.730000019,0.355623007,1,0,88,0
1,0.223614007,1,0,26,0
1,0.324593991,1,0,53,0
1,0.305061996,1,0,58,0
0.730000019,0.093358003,1,0,26,0
0.730000019,0.090333,1,0,53,0
0.730000019,0.096112996,1,0,65,0
0.730000019,0.150472999,1,0,78,0
0.730000019,0.142909005,1,0,88,0
1,0.166737005,1,0,26,0
1,0.181213006,1,0,53,0
1,0.191651002,1,0,65,0
1,0.222287998,1,0,78,0
1,0.139611006,1,0,88,0
0.709999979,0.016827,1,0,26,0
0.709999979,0.105273999,1,0,53,0
0.709999979,0.10729,1,0,65,0
0.709999979,0.129961997,1,0,78,0
0.709999979,0.102256,1,0,88,0
0.540000021,0.012026,1,1,31,0
0.540000021,0.086065002,1,1,39,0
0.660000026,0.076127,1,0,26,0
0.660000026,0.187132999,1,0,53,0
0.660000026,0.187719002,1,0,65,0
0.660000026,0.283618987,1,0,78,0
0.660000026,0.301128,1,0,88,0
0.689999998,0.206062004,1,1,26,0
0.689999998,0.381603003,1,1,53,0
0.689999998,0.375577986,1,1,65,0
0.689999998,0.424787015,1,1,78,0
0.689999998,0.413495004,1,1,88,0
1,0.256689996,1,1,26,0
1,0.216380998,1,1,31,0
0.600000024,0,1,0,23,0
0.720000029,0.602165997,1,1,26,0
0.670000017,0.088399999,1,1,26,0
0.670000017,0.089264996,1,1,53,0
0.670000017,0.102395996,1,1,65,0
0.670000017,0.120334998,1,1,70,0
0.610000014,0.002934,1,1,26,0
0.610000014,0.002325,1,1,53,0
0.610000014,0.035402,1,1,65,0
0.610000014,0.047226999,1,1,76,0
1,0.179527998,1,1,26,0
1,0.187373996,1,1,39,0
0.600000024,0.031222001,1,1,10,1
0.779999971,0.129871994,1,1,26,0
0.779999971,0.147128999,1,1,53,0
0.779999971,0.239830002,1,1,65,0
0.779999971,0.213257,1,1,69,0
0.579999983,0.055826999,1,0,5,0
0.639999986,0.165069997,1,1,26,0
0.639999986,0.188087001,1,1,43,0
1,0.218866006,1,1,26,0
1,0.282618999,1,1,53,0
1,0.272282988,1,1,65,0
1,0.267284989,1,1,71,0
0.620000005,0.454061002,1,1,8,0
0.629999995,0.519833028,1,1,26,0
0.629999995,0.554853022,1,1,53,0
0.629999995,0.559047997,1,1,56,0
0.600000024,0.003682,0,0,26,0
0.600000024,0.035551,0,0,53,0
0.600000024,0.035477001,0,0,65,0
0.600000024,0.033403002,0,0,75,0
0.629999995,0.024331,0,1,26,0
0.629999995,0.042824,0,1,53,0
0.629999995,0.041529,0,1,65,0
0.629999995,0.066504002,0,1,75,0
0.709999979,0.303606004,0,1,26,0
0.709999979,0.344864011,0,1,53,0
0.709999979,0.353042006,0,1,65,0
0.709999979,0.361009985,0,1,75,0
0.629999995,0.103243001,0,0,26,0
0.629999995,0.138242006,0,0,36,0
0.639999986,0.028616,0,0,26,0
0.639999986,0.064116001,0,0,53,0
0.639999986,0.082624003,0,0,65,0
0.639999986,0.136402994,0,0,72,0
0.629999995,0.016421,0,1,26,0
0.629999995,0.047570001,0,1,53,0
0.629999995,0.078566998,0,1,65,0
0.629999995,0.083917998,0,1,73,0
0.959999979,0.018183,0,1,26,0
0.959999979,0.039956,0,1,53,0
0.959999979,0.031463001,0,1,64,0
0.819999993,1.40E-05,0,1,26,0
0.819999993,0.000611,0,1,53,0
0.819999993,0.001932,0,1,64,0
0.620000005,0.051353,0,1,26,0
0.620000005,0.051052,0,1,53,0
0.620000005,0.107732996,0,1,64,1
0.5,0.011779,0,1,5,1
0.610000014,0.014455,0,1,26,0
0.610000014,0.012849,0,1,53,0
0.610000014,0.014002,0,1,57,0
0.730000019,0.177441999,0,0,26,0
0.730000019,0.212571993,0,0,53,0
0.730000019,0.213441998,0,0,64,0
1,0.220240995,0,1,26,0
1,0.227093995,0,1,53,0
1,0.117425002,0,1,64,0
0.74000001,1.015580058,0,1,26,0
0.74000001,1.052459955,0,1,53,0
0.74000001,1.054350019,0,1,64,0
0.660000026,0.110320002,0,1,26,0
0.660000026,0.247036994,0,1,53,0
0.660000026,0.07412,0,1,64,0
0.720000029,0.116176002,0,0,26,0
0.720000029,0.136517003,0,0,53,0
0.720000029,0.140567005,0,0,64,0
0.639999986,0.148278996,0,1,26,0
0.639999986,0.190777004,0,1,53,1
0.75,0.110289998,0,0,26,0
0.75,0.111550003,0,0,53,0
0.75,0.25641799,0,0,64,0
0.699999988,0.064759001,0,0,26,0
0.699999988,0.082337998,0,0,53,0
0.699999988,0.079728998,0,0,64,0
0.730000019,0.10345,0,0,26,0
0.730000019,0.104534,0,0,53,0
0.730000019,0.113116004,0,0,64,0
0.709999979,0.420253992,0,0,26,0
0.709999979,0.45025301,0,0,53,0
0.709999979,0.452520013,0,0,64,0
0.639999986,0.008675,0,1,26,0
0.639999986,0.01332,0,1,40,0
0.540000021,0.079489999,0,0,26,0
0.540000021,0.128603995,0,0,53,0
0.540000021,0.082245,0,0,64,0
0.639999986,0.420022994,0,1,26,0
0.639999986,0.447304994,0,1,46,0
0.680000007,0.194003999,0,1,26,0
0.680000007,0.206524998,0,1,47,0
0.529999971,0.103014,0,0,1,0
0.639999986,0.01791,0,1,26,0
0.639999986,0.004909,0,1,53,0
0.639999986,0.004226,0,1,64,0
0.769999981,0.103055,0,1,26,0
0.769999981,0.125547007,0,1,53,0
0.769999981,0.143224001,0,1,63,1
0.529999971,0.131143004,0,1,5,0
0.540000021,0.031821001,0,0,25,0
0.600000024,0.00035,0,1,26,0
0.600000024,0.085228004,0,1,53,0
0.600000024,0.129382998,0,1,61,0
0.560000002,0.072323002,0,1,26,0
0.560000002,0.099109001,0,1,53,0
0.560000002,0.095041998,0,1,61,0
0.720000029,0.173235998,0,0,26,0
0.720000029,0.195497006,0,0,35,0
0.610000014,0.113463998,0,0,26,0
0.610000014,0.096291997,0,0,53,0
0.610000014,0.108859003,0,0,65,0
0.610000014,0.116664998,0,0,71,0
0.610000014,0.029736999,0,1,26,0
0.610000014,0.057714999,0,1,53,0
0.610000014,0.087939002,0,1,60,0
0.699999988,0.118807003,0,1,26,0
0.699999988,0.135216996,0,1,53,0
0.699999988,0.170909002,0,1,65,0
0.699999988,0.180502996,0,1,71,0
0.600000024,0.017428,0,1,26,0
0.600000024,0.017858,0,1,53,0
0.600000024,0.025133001,0,1,65,0
1,0.360810012,0,0,26,0
1,0.37697801,0,0,53,0
1,0.37481001,0,0,65,0
1,0.428290009,0,0,78,0
1,0.461084992,0,0,84,0
0.730000019,0.118818,0,1,26,0
0.730000019,0.138108999,0,1,53,0
0.730000019,0.170314997,0,1,54,0
0.730000019,0.007066,0,0,26,0
0.730000019,0.019146999,0,0,53,0
0.730000019,0.015407,0,0,65,0
0.730000019,0.014001,0,0,73,0
0.629999995,0.139032006,0,1,26,0
0.629999995,0.127474993,0,1,53,0
0.629999995,0.128425002,0,1,65,0
0.629999995,0.239921004,0,1,78,0
0.629999995,0.246004,0,1,84,0
0.949999988,0.25060901,0,1,26,0
0.949999988,0.266876012,0,1,53,0
0.949999988,0.279855996,0,1,65,0
0.949999988,0.300411999,0,1,74,0
0.600000024,0,0,1,26,0
0.600000024,0,0,1,53,0
0.600000024,8.60E-05,0,1,57,0
0.689999998,0.026938999,0,1,26,0
0.689999998,0.019721,0,1,42,0
0.74000001,0.178396001,0,0,26,0
0.74000001,0.230295002,0,0,53,0
0.74000001,0.256929994,0,0,62,0
1,0.190742999,0,0,26,0
1,0.244794995,0,0,53,0
1,0.259651005,0,0,65,0
1,0.262308002,0,0,74,0
0.730000019,0.61223501,0,0,26,0
0.730000019,0.660682023,0,0,53,0
0.730000019,0.663523018,0,0,65,0
0.730000019,0.669188023,0,0,74,0
0.579999983,0.013366,0,1,5,1
0.819999993,0.282994986,0,0,26,0
0.819999993,0.280667007,0,0,40,0
0.800000012,0.034582999,0,1,26,0
0.800000012,0.043524999,0,1,53,0
0.800000012,0.011808,0,1,65,0
0.800000012,0.028982,0,1,78,0
0.800000012,0.023241,0,1,90,0
1,0.080115996,0,1,26,0
1,0.125091001,0,1,53,0
1,0.136442006,0,1,65,0
1,0.154740006,0,1,78,0
1,0.142532006,0,1,90,0
0.699999988,0.098582998,0,1,26,0
0.699999988,0.122667,0,1,53,0
0.699999988,0.171031997,0,1,65,0
0.699999988,0.224365994,0,1,74,0
0.839999974,0.02868,0,1,26,0
0.839999974,0.026411001,0,1,53,0
0.839999974,0.014765,0,1,62,1
0.689999998,0.105162002,0,1,26,0
0.689999998,0.097747996,0,1,53,0
0.689999998,0.147318006,0,1,65,0
0.689999998,0.162063003,0,1,78,0
0.689999998,0.140912995,0,1,79,0
1,0.497619987,0,1,26,0
1,0.495521009,0,1,53,0
1,0.631929994,0,1,65,0
1,0.639678001,0,1,78,0
1,1.227949977,0,1,90,0
0.800000012,0.265796989,0,1,26,0
0.800000012,0.219343007,0,1,53,0
0.800000012,0.187856004,0,1,65,0
0.800000012,0.285466999,0,1,78,0
0.800000012,0.303651005,0,1,90,0
1,0.378912985,0,1,26,0
1,0.394172013,0,1,53,0
1,0.412542999,0,1,65,0
1,0.500627995,0,1,78,0
1,0.533379018,0,1,90,0
0.670000017,0.024021,0,1,22,0
0.800000012,0.457828999,0,1,26,0
0.800000012,0.541521013,0,1,53,0
0.800000012,0.547537029,0,1,65,0
0.800000012,0.639595985,0,1,78,0
0.800000012,0.653096974,0,1,90,0
0.5,0.040337998,0,1,6,0
0.709999979,0.112273,0,0,26,0
0.709999979,0.118612997,0,0,53,0
0.709999979,0.101981997,0,0,65,0
0.709999979,0.120952003,0,0,78,0
0.709999979,0.166365996,0,0,89,0
0.720000029,0.064011,0,1,26,0
0.720000029,0.251955986,0,1,53,0
0.720000029,0.267304003,0,1,65,0
0.720000029,0.336091995,0,1,78,0
0.720000029,0.312893003,0,1,85,0
0.680000007,0.184557006,0,1,26,0
0.680000007,0.268249005,0,1,53,0
0.680000007,0.299412996,0,1,65,0
0.680000007,0.418779999,0,1,78,0
0.680000007,0.416592985,0,1,86,0
0.779999971,0.266469985,0,1,26,0
0.779999971,0.378836006,0,1,53,0
0.779999971,0.405342013,0,1,65,0
0.779999971,0.390276998,0,1,67,0
0.75,0.084532999,0,1,26,0
0.75,0.061305001,0,1,53,0
0.75,0.024011999,0,1,63,0
1,0.067932002,0,1,26,0
1,0.075225003,0,1,53,0
1,0.061903998,0,1,65,0
1,0.101903997,0,1,78,0
1,0.066405997,0,1,89,0
0.620000005,0.059893001,0,0,26,0
0.620000005,0.114928,0,0,53,0
0.620000005,0.142299995,0,0,65,0
0.620000005,0.178186998,0,0,78,0
0.620000005,0.200761005,0,0,89,0
0.660000026,0.017394001,0,0,26,0
0.660000026,0.056015,0,0,53,0
0.660000026,0.066319004,0,0,54,1
0.910000026,0.080932997,0,1,26,0
0.910000026,0.018466,0,1,53,0
0.910000026,0.01145,0,1,65,0
0.910000026,0.044477001,0,1,73,0
0.540000021,0.129419997,0,0,26,0
0.540000021,0.154563993,0,0,53,0
0.540000021,0.155853003,0,0,65,0
0.540000021,0.207434997,0,0,78,0
0.540000021,0.209149003,0,0,81,0
0.569999993,0.062809996,0,1,26,0
0.569999993,0.117486,0,1,53,0
0.699999988,0.094633996,0,0,26,0
0.699999988,0.140891001,0,0,53,0
0.699999988,0.155370995,0,0,59,0
0.720000029,0.189518005,0,0,26,0
0.720000029,0.234657004,0,0,53,0
0.720000029,0.245739996,0,0,65,0
0.720000029,0.269021988,0,0,78,0
0.720000029,0.276349008,0,0,82,0
0.579999983,0.109944001,0,1,26,0
0.579999983,0.149195001,0,1,53,0
0.579999983,0.165235996,0,1,65,0
0.579999983,0.207641006,0,1,78,0
0.579999983,0.214792997,0,1,84,0
0.75,0.00151,0,1,26,0
0.75,0.014626,0,1,53,0
0.75,0.024651,0,1,65,0
0.75,0.062334001,0,1,78,0
0.75,0.029902,0,1,84,0
0.720000029,0.241747007,0,1,26,0
0.720000029,0.295029014,0,1,53,0
0.720000029,0.311511993,0,1,65,0
0.720000029,0.334504992,0,1,81,0
0.720000029,0.360478014,0,1,84,1
0.689999998,0.119502999,0,0,26,0
0.689999998,0.133864,0,0,53,0
0.689999998,0.107271999,0,0,65,0
0.689999998,0.147796005,0,0,74,0
0.589999974,0.125340998,0,0,26,0
0.589999974,0.143085003,0,0,53,0
0.589999974,0.112727001,0,0,65,0
0.589999974,0.150012001,0,0,78,0
0.589999974,0.113040999,0,0,84,1
0.529999971,0.161893994,0,1,26,0
0.529999971,0.238637,0,1,44,0
0.620000005,0.185496002,0,1,26,0
0.620000005,0.223333001,0,1,53,0
0.620000005,0.245854005,0,1,65,0
0.620000005,0.262567997,0,1,78,0
0.620000005,0.285214007,0,1,84,0
0.629999995,0.214048997,0,1,26,0
0.629999995,0.223417997,0,1,53,0
0.629999995,0.200449005,0,1,59,0
0.970000029,0.257153004,0,1,26,0
0.970000029,0.268707007,0,1,53,0
0.970000029,0.489542007,0,1,65,0
0.970000029,0.531893015,0,1,78,0
0.970000029,0.523276985,0,1,84,0
0.699999988,0.148975998,0,1,26,0
0.699999988,0.232155994,0,1,53,0
0.699999988,0.221439004,0,1,65,0
0.699999988,0.253886014,0,1,78,0
0.699999988,0.267277002,0,1,84,0
0.75999999,0.624536991,0,0,26,0
0.75999999,0.655651987,0,0,40,0
0.699999988,0.225427002,0,1,26,0
0.699999988,0.280407995,0,1,53,0
0.699999988,0.268646002,0,1,65,0
0.699999988,0.271355003,0,1,78,0
0.699999988,0.264405996,0,1,89,0
0.569999993,0.283663988,0,0,26,0
0.569999993,0.318796992,0,0,53,0
0.569999993,0.301124007,0,0,65,0
0.569999993,0.324995011,0,0,78,0
0.569999993,0.29715699,0,0,80,0
0.720000029,0.189833999,0,1,26,0
0.720000029,0.214503005,0,1,53,0
0.720000029,0.216245994,0,1,65,0
0.720000029,0.259783,0,1,70,0
0.720000029,0.247149006,0,1,12,0
0.629999995,0.280874997,0,1,26,0
0.629999995,0.310975999,0,1,53,0
0.629999995,0.344980001,0,1,65,0
0.629999995,0.399394006,0,1,74,0
0.540000021,0.072985999,0,0,26,0
0.540000021,0.100507997,0,0,53,0
0.540000021,0.084515996,0,0,61,1
0.74000001,0.329396009,0,1,26,0
0.74000001,0.347842991,0,1,41,0
0.709999979,0.081404999,0,1,26,0
0.709999979,0.071878001,0,1,53,0
0.709999979,0.057195,0,1,65,0
0.709999979,0.078833997,0,1,71,0
0.660000026,0.037537001,0,0,26,0
0.660000026,0.101310998,0,0,35,0
0.620000005,0.029323,0,1,26,0
0.620000005,0.248565003,0,1,53,0
0.620000005,0.244457006,0,1,65,0
0.620000005,0.186875999,0,1,66,1
0.709999979,0.269845992,0,1,26,0
0.709999979,0.317243993,0,1,53,0
0.709999979,0.325767994,0,1,65,0
0.709999979,0.35195899,0,1,71,0
0.699999988,0.170441002,0,1,26,0
0.699999988,0.230655998,0,1,53,0
0.699999988,0.229266003,0,1,65,0
0.699999988,0.229742005,0,1,78,0
0.699999988,0.263258994,0,1,84,0
0.589999974,0.161891997,0,0,26,0
0.589999974,0.255816013,0,0,53,0
0.589999974,0.261427999,0,0,65,0
0.589999974,0.275041997,0,0,75,0
0.529999971,0.056138001,0,0,26,0
0.529999971,0.08495,0,0,44,0
0.579999983,0.077734999,0,0,26,0
0.579999983,0.078551002,0,0,27,0
0.670000017,0.115308002,0,1,26,0
0.670000017,0.146382004,0,1,53,0
0.670000017,0.175871,0,1,65,0
0.670000017,0.205651,0,1,66,0
0.779999971,0.356503993,1,1,26,0
0.779999971,0.435184002,1,1,53,0
0.779999971,0.445863992,1,1,65,0
0.779999971,0.449173987,1,1,70,0
0.639999986,0.00069,1,1,26,0
0.639999986,0.0022,1,1,53,0
0.639999986,0.071497999,1,1,65,0
0.639999986,0.078106001,1,1,75,0
0.879999995,0.124306999,1,1,26,0
0.879999995,0.116627,1,1,53,0
0.879999995,0.111928001,1,1,65,0
0.879999995,0.178391993,1,1,75,0
0.540000021,0.007202,1,1,26,0
0.540000021,0.078152999,1,1,53,0
0.540000021,0.111626998,1,1,65,0
0.540000021,0.010342,1,1,75,0
0.810000002,0,1,1,26,0
0.810000002,0.003453,1,1,34,0
0.600000024,0.138414994,0,1,26,0
0.600000024,0.142752007,0,1,53,0
0.600000024,0.122755997,0,1,61,0
0.550000012,0.085813001,0,0,20,0
0.649999976,0.294636011,1,1,26,0
0.649999976,0.297226995,1,1,53,0
0.649999976,0.322088003,1,1,57,0
1,0.075739004,1,1,26,0
1,0.064542003,1,1,53,0
1,0.082872003,1,1,58,0
1,0.121951997,1,1,26,0
1,0.131070003,1,1,43,0
0.579999983,0.042720001,1,1,26,0
0.579999983,0.075933002,1,1,53,0
0.579999983,0.106008999,1,1,58,0
0.519999981,0.024541,1,1,26,0
0.519999981,0.123250999,1,1,53,0
0.519999981,0.130614996,1,1,56,0
0.620000005,0.021795999,1,0,26,0
0.620000005,0.039997999,1,0,53,0
0.620000005,0.053847,1,0,58,0
0.670000017,0.432372004,1,1,26,0
0.670000017,0.438719988,1,1,53,0
0.670000017,0.442099005,1,1,65,0
0.670000017,0.514405012,1,1,71,0
0.519999981,0.164767995,1,1,26,0
0.519999981,0.234685004,1,1,53,0
0.519999981,0.237480998,1,1,59,0
0.649999976,0.130654007,1,0,26,0
0.649999976,0.153955996,1,0,53,0
0.649999976,0.164964005,1,0,65,0
0.649999976,0.218263,1,0,71,0
0.610000014,0.034662001,1,0,26,0
0.610000014,0.048691001,1,0,53,0
0.610000014,0.054673001,1,0,63,0
0.5,0.003608,1,0,26,0
0.5,0.047228001,1,0,53,0
0.5,0.060984001,1,0,65,0
0.5,0.061462998,1,0,68,1
0.699999988,0.25395599,0,1,26,0
0.699999988,0.323258996,0,1,53,0
0.699999988,0.304903001,0,1,65,0
0.699999988,0.370819986,0,1,66,0
0.660000026,0.062913999,0,0,26,0
0.660000026,0.081064001,0,0,38,0
0.5,0.006518,0,1,26,0
0.5,0.119161002,0,1,52,0
0.560000002,0.015628001,0,0,26,0
0.560000002,0.030571001,0,0,53,0
0.560000002,0.030113,0,0,60,0
0.649999976,0.171362996,0,1,26,0
